Country,Employment Status,Occupation_cat,sex,Highest education level completed,Ethnicity Simplified,Age,CRT2_Total_adj,BCRT_Total,CRT_Combined,NFC_Total,BFI_Extraversion,BFI_Agreeableness,BFI_Conscientiousness,BFI_Neuroticism,BFI_Openness,BFI_Attn_Pass
United Kingdom,Student,Student,Female,Graduate degree (MA/MSc/MPhil/other),White,37,1.4661958072660801,2.0,4.0,3.2777777777777777,3.0,4.0,4.5,3.0,4.5,1
United Kingdom,Other,"Managers, Directors and Senior Officials",Male,Undergraduate degree (BA/BSc/other),White,53,2.7330979036330403,0.0,3.0,4.055555555555555,1.0,1.5,5.0,4.0,4.5,1
United Kingdom,Working part-time,Professional Occupations,Male,Graduate degree (MA/MSc/MPhil/other),White,57,2.59964685544956,1.0,5.0,3.0,5.0,4.5,5.0,4.5,4.5,1
United Kingdom,Working part-time,Professional Occupations,Female,Technical/community college,White,54,2.46619580726608,1.0,4.0,3.5,4.0,2.0,2.5,1.0,4.5,1
United Kingdom,Other,Other,Male,Undergraduate degree (BA/BSc/other),White,69,3.59964685544956,2.0,7.0,3.611111111111111,2.0,4.0,4.0,2.5,4.0,1
United States,Other,Skilled Trades Occupations,Female,Undergraduate degree (BA/BSc/other),White,71,2.46619580726608,0.0,3.0,3.7222222222222223,2.5,5.0,3.5,4.0,3.5,1
United Kingdom,Working full-time,"Managers, Directors and Senior Officials",Female,High school diploma/A-levels,Black,46,2.86654895181652,1.0,5.0,4.333333333333333,2.0,2.0,4.0,4.0,4.0,0
United States,Other,Associate Professional and Technical Occupations,Female,High school diploma/A-levels,White,48,3.7330979036330403,1.0,6.0,1.8888888888888888,5.0,3.0,2.0,2.5,4.0,1
United Kingdom,Working full-time,Administrative and Secretarial Occupations,Female,Technical/community college,White,37,1.4661958072660801,1.0,3.0,2.9444444444444446,3.0,4.0,5.0,1.5,4.5,1
United Kingdom,Working full-time,"Managers, Directors and Senior Officials",Male,High school diploma/A-levels,White,51,3.46619580726608,4.0,5.0,3.8333333333333335,4.0,3.5,5.0,2.0,3.5,1
United Kingdom,Working full-time,Administrative and Secretarial Occupations,Male,Undergraduate degree (BA/BSc/other),Mixed,69,2.59964685544956,1.0,4.0,2.6666666666666665,3.5,3.5,4.5,2.0,3.5,1
United States,Retired,"Caring, Leisure and Other Service Occupations",Male,Undergraduate degree (BA/BSc/other),White,66,1.4661958072660801,1.0,6.0,3.111111111111111,5.0,4.5,4.0,1.0,4.0,1
United States,Working full-time,Associate Professional and Technical Occupations,Male,Undergraduate degree (BA/BSc/other),White,49,2.46619580726608,1.0,6.0,2.8333333333333335,3.5,5.0,3.5,2.0,2.5,1
United Kingdom,Other,Professional Occupations,Female,Undergraduate degree (BA/BSc/other),White,35,2.46619580726608,0.0,3.0,1.1666666666666667,2.0,4.0,3.5,4.0,3.5,1
United States,Working part-time,Elementary Occupations,Male,Undergraduate degree (BA/BSc/other),White,26,1.8665489518165201,2.0,3.0,4.444444444444445,2.0,3.0,2.5,2.5,4.0,1
United Kingdom,Student,Student,Female,Graduate degree (MA/MSc/MPhil/other),White,61,1.8665489518165201,1.0,5.0,3.2777777777777777,3.0,3.5,4.0,3.0,5.0,1
United Kingdom,Retired,Associate Professional and Technical Occupations,Female,Technical/community college,White,52,2.46619580726608,0.0,3.0,4.111111111111111,3.0,1.5,3.0,4.0,4.0,1
United States,Working full-time,"Managers, Directors and Senior Officials",Male,Undergraduate degree (BA/BSc/other),White,26,0.46619580726608023,0.0,4.0,3.6666666666666665,1.0,2.5,4.0,3.5,3.0,1
United Kingdom,Other,Other,Female,Undergraduate degree (BA/BSc/other),White,38,1.5996468554495602,0.0,2.0,3.9444444444444446,2.5,4.5,5.0,2.0,2.5,1
United Kingdom,Working part-time,Professional Occupations,Male,Undergraduate degree (BA/BSc/other),White,34,2.46619580726608,3.0,3.0,4.055555555555555,1.0,5.0,5.0,1.0,4.5,1
United States,Working full-time,"Managers, Directors and Senior Officials",Female,Technical/community college,White,39,1.4661958072660801,0.0,1.0,1.3333333333333333,3.0,3.5,5.0,1.5,5.0,1
United Kingdom,Working full-time,Administrative and Secretarial Occupations,Female,Secondary education (e.g. GED/GCSE),White,59,1.73309790363304,0.0,1.0,3.888888888888889,2.5,3.5,3.5,1.5,2.0,1
United Kingdom,Working full-time,Associate Professional and Technical Occupations,Female,Undergraduate degree (BA/BSc/other),White,69,1.0,0.0,4.0,2.3333333333333335,3.5,5.0,4.0,2.5,3.5,1
United States,Working full-time,Professional Occupations,Female,Technical/community college,White,39,2.46619580726608,2.0,3.0,3.0555555555555554,4.5,3.0,4.0,2.0,5.0,1
United States,Working part-time,Professional Occupations,Female,Graduate degree (MA/MSc/MPhil/other),White,28,2.46619580726608,2.0,4.0,3.4444444444444446,4.0,4.5,5.0,5.0,5.0,1
United States,Working full-time,Professional Occupations,Male,Graduate degree (MA/MSc/MPhil/other),White,28,3.7330979036330403,3.0,7.0,3.611111111111111,1.5,3.5,2.5,2.5,2.5,1
United Kingdom,Working part-time,Professional Occupations,Male,Graduate degree (MA/MSc/MPhil/other),White,41,1.4661958072660801,0.0,0.0,3.2777777777777777,1.5,4.5,3.5,4.0,5.0,1
United Kingdom,Unemployed and looking for work,Associate Professional and Technical Occupations,Male,High school diploma/A-levels,Mixed,45,1.8665489518165201,0.0,4.0,3.888888888888889,5.0,4.5,5.0,1.0,4.0,1
